,standard_id,url,reference,method,eval,EC,enzyme_name,reaction,description,K,K_prime,temperature,ionic_strength,p_h,p_mg
3287,3287,http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=82GUY_115,82GUY,spectrophotometry,A,1.1.1.29,glycerate dehydrogenase,kegg:C00258 + kegg:C00003 = kegg:C00168 + kegg:C00004,(R)-glycerate(aq) + NAD(aq) = hydroxypyruvate(aq) + NADH(aq),,2.64E-06,303.15,0.25,7,
3288,3288,http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=82GUY_115,82GUY,spectrophotometry,A,1.1.1.29,glycerate dehydrogenase,kegg:C00258 + kegg:C00003 = kegg:C00168 + kegg:C00004,(R)-glycerate(aq) + NAD(aq) = hydroxypyruvate(aq) + NADH(aq),,1.98E-06,298.15,0.25,7,
3289,3289,http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=2.&T1=82GUY_115,82GUY,spectrophotometry,A,1.1.1.29,glycerate dehydrogenase,kegg:C00258 + kegg:C00003 = kegg:C00168 + kegg:C00004,(R)-glycerate(aq) + NAD(aq) = hydroxypyruvate(aq) + NADH(aq),,1.98E-06,298.15,0.25,7,
3290,3290,http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=2.&T1=82GUY_115,82GUY,spectrophotometry,A,1.1.1.29,glycerate dehydrogenase,kegg:C00258 + kegg:C00003 = kegg:C00168 + kegg:C00004,(R)-glycerate(aq) + NAD(aq) = hydroxypyruvate(aq) + NADH(aq),,5.53E-06,298.15,0.25,6.98,
3291,3291,http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=2.&T1=82GUY_115,82GUY,spectrophotometry,A,1.1.1.29,glycerate dehydrogenase,kegg:C00258 + kegg:C00003 = kegg:C00168 + kegg:C00004,(R)-glycerate(aq) + NAD(aq) = hydroxypyruvate(aq) + NADH(aq),,4.22E-06,298.15,0.25,6.98,
3292,3292,http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=2.&T1=82GUY_115,82GUY,spectrophotometry,A,1.1.1.29,glycerate dehydrogenase,kegg:C00258 + kegg:C00003 = kegg:C00168 + kegg:C00004,(R)-glycerate(aq) + NAD(aq) = hydroxypyruvate(aq) + NADH(aq),,4.19E-06,311.15,0.25,7,2.52
3293,3293,http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=2.&T1=82GUY_115,82GUY,spectrophotometry,A,1.1.1.29,glycerate dehydrogenase,kegg:C00258 + kegg:C00003 = kegg:C00168 + kegg:C00004,(R)-glycerate(aq) + NAD(aq) = hydroxypyruvate(aq) + NADH(aq),,2.22E-05,298.15,0.25,7.72,
3294,3294,http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=2.&T1=82GUY_115,82GUY,spectrophotometry,A,1.1.1.29,glycerate dehydrogenase,kegg:C00258 + kegg:C00003 = kegg:C00168 + kegg:C00004,(R)-glycerate(aq) + NAD(aq) = hydroxypyruvate(aq) + NADH(aq),,5.44E-06,298.15,0.25,6.98,
3295,3295,http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=2.&T1=82GUY_115,82GUY,spectrophotometry,A,1.1.1.29,glycerate dehydrogenase,kegg:C00258 + kegg:C00003 = kegg:C00168 + kegg:C00004,(R)-glycerate(aq) + NAD(aq) = hydroxypyruvate(aq) + NADH(aq),,3.80E-06,311.15,0.0595,7,
3296,3296,http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=2.&T1=82GUY_115,82GUY,spectrophotometry,A,1.1.1.29,glycerate dehydrogenase,kegg:C00258 + kegg:C00003 = kegg:C00168 + kegg:C00004,(R)-glycerate(aq) + NAD(aq) = hydroxypyruvate(aq) + NADH(aq),,1.09E-06,298.15,0.25,6.41,
3297,3297,http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=2.&T1=82GUY_115,82GUY,spectrophotometry,A,1.1.1.29,glycerate dehydrogenase,kegg:C00258 + kegg:C00003 = kegg:C00168 + kegg:C00004,(R)-glycerate(aq) + NAD(aq) = hydroxypyruvate(aq) + NADH(aq),,4.19E-06,298.15,0.25,6.98,
3298,3298,http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=85GAJ/GOL_1154,85GAJ/GOL,calorimetry,A,4.2.1.2,fumarate hydratase,kegg:C00122 + kegg:C00001 = kegg:C00149,fumarate(aq) + H2O(l) = (S)-malate(aq),,,298.15,,8.24,
3299,3299,http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=85GAJ/GOL_1154,85GAJ/GOL,calorimetry,A,4.2.1.2,fumarate hydratase,kegg:C00122 + kegg:C00001 = kegg:C00149,fumarate(aq) + H2O(l) = (S)-malate(aq),,,298.15,,8.11,
3300,3300,http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=85GAJ/GOL_1154,85GAJ/GOL,calorimetry,A,4.2.1.2,fumarate hydratase,kegg:C00122 + kegg:C00001 = kegg:C00149,fumarate(aq) + H2O(l) = (S)-malate(aq),,,313.15,,7.98,
3301,3301,http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=85GAJ/GOL_1154,85GAJ/GOL,calorimetry,A,4.2.1.2,fumarate hydratase,kegg:C00122 + kegg:C00001 = kegg:C00149,fumarate(aq) + H2O(l) = (S)-malate(aq),,,313.15,,8.03,
3302,3302,http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=85GAJ/GOL_1154,85GAJ/GOL,calorimetry,A,4.2.1.2,fumarate hydratase,kegg:C00122 + kegg:C00001 = kegg:C00149,fumarate(aq) + H2O(l) = (S)-malate(aq),,,320.15,,8.06,
3303,3303,http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=85GAJ/GOL_1154,85GAJ/GOL,calorimetry,A,4.2.1.2,fumarate hydratase,kegg:C00122 + kegg:C00001 = kegg:C00149,fumarate(aq) + H2O(l) = (S)-malate(aq),,,320.15,,8.14,
3304,3304,http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=85GAJ/GOL_1154,85GAJ/GOL,calorimetry,A,4.2.1.2,fumarate hydratase,kegg:C00122 + kegg:C00001 = kegg:C00149,fumarate(aq) + H2O(l) = (S)-malate(aq),,,298.15,,8.04,
3305,3305,http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=85GAJ/GOL_1154,85GAJ/GOL,calorimetry,A,4.2.1.2,fumarate hydratase,kegg:C00122 + kegg:C00001 = kegg:C00149,fumarate(aq) + H2O(l) = (S)-malate(aq),,,320.15,,8.11,
3306,3306,http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=85GAJ/GOL_1154,85GAJ/GOL,calorimetry,A,4.2.1.2,fumarate hydratase,kegg:C00122 + kegg:C00001 = kegg:C00149,fumarate(aq) + H2O(l) = (S)-malate(aq),,,313.15,,7.99,
3307,3307,http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=85GAJ/GOL_1154,85GAJ/GOL,calorimetry,A,4.2.1.2,fumarate hydratase,kegg:C00122 + kegg:C00001 = kegg:C00149,fumarate(aq) + H2O(l) = (S)-malate(aq),,,298.15,,7.8,
3308,3308,http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=85GAJ/GOL_1154,85GAJ/GOL,calorimetry,A,4.2.1.2,fumarate hydratase,kegg:C00122 + kegg:C00001 = kegg:C00149,fumarate(aq) + H2O(l) = (S)-malate(aq),,,298.15,,7.92,
3309,3309,http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=94TEW/GOL_1140,94TEW/GOL,calorimetry,A,4.1.99.1,tryptophanase,kegg:C00078 + kegg:C00001 = kegg:C00463 + kegg:C00022 + kegg:C00014,L-tryptophan(aq) + H2O(l) = indole(aq) + pyruvate(aq) + ammonia(aq),,,298.15,,7.82,
3310,3310,http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=75IZU/REE_1376,75IZU/REE,,B,5.3.1.20,ribose isomerase,kegg:C00121 = kegg:C00309,D-ribose(aq) = D-ribulose(aq),,0.39,310.15,,7.5,
3311,3311,http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=87HSU/WED_1551,87HSU/WED,radioactivity,A,2.1.3.2,aspartate carbamoyl-transferase,kegg:C00169 + kegg:C00049 = kegg:C00009 + kegg:C00438,carbamoyl phosphate(aq) + L-aspartate(aq) = orthophosphate(aq) + N-carbamoyl-L-aspartate(aq),,5900,303.15,,7,
3312,3312,http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=62WIL/SNE_357,62WIL/SNE,spectrophotometry,B,2.1.2.7,D-alanine 2-hydroxymethyltransferase,kegg:C03059 + kegg:C00101 = kegg:C00143 + kegg:C00740 + kegg:C00001,"2-hydroxymethylserine(aq) + tetrahydrofolate(aq) = 5,10-methylenetetrahydrofolate(aq) + D-serine(aq) + H2O(1)",,8,311.15,,7.5,
3313,3313,http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=58MAL/OCH_673,58MAL/OCH,spectrophotometry,B,2.7.4.14,cytidylate kinase,kegg:C00002 + kegg:C00239 = kegg:C00008 + kegg:C00705,ATP(aq) + dCMP(aq) = ADP(aq) + dCDP(aq),,1.49,303.15,,7.5,
3314,3314,http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=75PIE/GUY_388,75PIE/GUY,spectrophotometry,A,2.3.1.6,choline O-acetyltransferase,kegg:C00024 + kegg:C00114 = kegg:C00010 + kegg:C01996,acetyl-CoA(aq) + choline(aq) = CoA(aq) + O-acetylcholine(aq),,12.3,311.15,0.25,7.03,
3315,3315,http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=75PIE/GUY_388,75PIE/GUY,spectrophotometry,A,2.3.1.6,choline O-acetyltransferase,kegg:C00024 + kegg:C00114 = kegg:C00010 + kegg:C01996,acetyl-CoA(aq) + choline(aq) = CoA(aq) + O-acetylcholine(aq),,11.7,298.15,0.25,7.03,
3316,3316,http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=84TEW/GOL_1315,84TEW/GOL,microcalorimetry,A,5.3.1.5,xylose isomerase,kegg:C00031 = kegg:C00095,D-glucose(aq) = D-fructose(aq),,,344.15,,7.4,
3317,3317,http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=84TEW/GOL_1315,84TEW/GOL,microcalorimetry,A,5.3.1.5,xylose isomerase,kegg:C00031 = kegg:C00095,D-glucose(aq) = D-fructose(aq),,,331.85,,7.4,
3318,3318,http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=84TEW/GOL_1315,84TEW/GOL,microcalorimetry,A,5.3.1.5,xylose isomerase,kegg:C00031 = kegg:C00095,D-glucose(aq) = D-fructose(aq),,,298.15,,7.4,
3319,3319,http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=84TEW/GOL_1315,84TEW/GOL,microcalorimetry,A,5.3.1.5,xylose isomerase,kegg:C00031 = kegg:C00095,D-glucose(aq) = D-fructose(aq),,,313.25,,7.4,
3320,3320,http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=84TEW/GOL_1314,84TEW/GOL,HPLC,A,5.3.1.5,xylose isomerase,kegg:C00031 = kegg:C00095,D-glucose(aq) = D-fructose(aq),,0.892,306.15,,7.5,
3321,3321,http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=84TEW/GOL_1314,84TEW/GOL,HPLC,A,5.3.1.5,xylose isomerase,kegg:C00031 = kegg:C00095,D-glucose(aq) = D-fructose(aq),,1.004,331.85,,7.5,
3322,3322,http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=84TEW/GOL_1314,84TEW/GOL,HPLC,A,5.3.1.5,xylose isomerase,kegg:C00031 = kegg:C00095,D-glucose(aq) = D-fructose(aq),,1.094,344.15,,7.5,
3323,3323,http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=84TEW/GOL_1314,84TEW/GOL,HPLC,A,5.3.1.5,xylose isomerase,kegg:C00031 = kegg:C00095,D-glucose(aq) = D-fructose(aq),,1.199,358.15,,7.5,
3324,3324,http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=84TEW/GOL_1314,84TEW/GOL,HPLC,A,5.3.1.5,xylose isomerase,kegg:C00031 = kegg:C00095,D-glucose(aq) = D-fructose(aq),,1.157,353.15,,7.5,
3325,3325,http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=84TEW/GOL_1314,84TEW/GOL,HPLC,A,5.3.1.5,xylose isomerase,kegg:C00031 = kegg:C00095,D-glucose(aq) = D-fructose(aq),,0.964,322.15,,7.5,
3326,3326,http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=84TEW/GOL_1314,84TEW/GOL,HPLC,A,5.3.1.5,xylose isomerase,kegg:C00031 = kegg:C00095,D-glucose(aq) = D-fructose(aq),,0.866,298.15,,7.5,
3327,3327,http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=84TEW/GOL_1314,84TEW/GOL,HPLC,A,5.3.1.5,xylose isomerase,kegg:C00031 = kegg:C00095,D-glucose(aq) = D-fructose(aq),,0.936,313.15,,7.5,
3328,3328,http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=64MEL/WOO_1106,64MEL/WOO,spectrophotometry and radioactivity,C,4.1.2.14,2-dehydro-3-deoxyphosphogluconate aldolase,kegg:C04442 = kegg:C00022 + kegg:C00118,6-phospho-2-dehydro-3-deoxy-D-gluconate(aq) = pyruvate(aq) + D-glyceraldehyde 3-phosphate(aq),,0.0012,298.15,,8,
3329,3329,http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=82SUE/KAT_221,82SUE/KAT,spectrophotometry,B,1.1.1.153,sepiapterin reductase,kegg:C02953 + kegg:C00006 = kegg:C00835 + kegg:C00005,"7,8-dihydrobiopterin(aq) + NADP(aq) = sepiapterin(aq) + NADPH(aq)",,0.045,298.15,,8,
3330,3330,http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=78MEE/AKE_258,78MEE/AKE,spectrophotometry,B,1.2.1.12&2.7.2.3,glyceraldehyde-3-phosphate dehydrogenase and phosphoglycerate kinase,kegg:C00118 + kegg:C00008 + kegg:C00003 + kegg:C00009 = kegg:C00197 + kegg:C00002 + kegg:C00004,D-glyceraldehyde 3-phosphate(aq) + ADP(aq) + NAD(aq) + orthophosphate(aq) = 3-phospho-D-glycerate(aq) + ATP(aq) + NADH(aq),,1540,310.15,,7,2.66
3331,3331,http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=78MEE/AKE_258,78MEE/AKE,spectrophotometry,B,1.2.1.12&2.7.2.3,glyceraldehyde-3-phosphate dehydrogenase and phosphoglycerate kinase,kegg:C00118 + kegg:C00008 + kegg:C00003 + kegg:C00009 = kegg:C00197 + kegg:C00002 + kegg:C00004,D-glyceraldehyde 3-phosphate(aq) + ADP(aq) + NAD(aq) + orthophosphate(aq) = 3-phospho-D-glycerate(aq) + ATP(aq) + NADH(aq),,1130,310.15,,7,3.13
3332,3332,http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=78MEE/AKE_258,78MEE/AKE,spectrophotometry,B,1.2.1.12&2.7.2.3,glyceraldehyde-3-phosphate dehydrogenase and phosphoglycerate kinase,kegg:C00118 + kegg:C00008 + kegg:C00003 + kegg:C00009 = kegg:C00197 + kegg:C00002 + kegg:C00004,D-glyceraldehyde 3-phosphate(aq) + ADP(aq) + NAD(aq) + orthophosphate(aq) = 3-phospho-D-glycerate(aq) + ATP(aq) + NADH(aq),,817,310.15,,7,3.48
3333,3333,http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=78MEE/AKE_258,78MEE/AKE,spectrophotometry,B,1.2.1.12&2.7.2.3,glyceraldehyde-3-phosphate dehydrogenase and phosphoglycerate kinase,kegg:C00118 + kegg:C00008 + kegg:C00003 + kegg:C00009 = kegg:C00197 + kegg:C00002 + kegg:C00004,D-glyceraldehyde 3-phosphate(aq) + ADP(aq) + NAD(aq) + orthophosphate(aq) = 3-phospho-D-glycerate(aq) + ATP(aq) + NADH(aq),,586,310.15,,7,3.83
3334,3334,http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=78MEE/AKE_258,78MEE/AKE,spectrophotometry,B,1.2.1.12&2.7.2.3,glyceraldehyde-3-phosphate dehydrogenase and phosphoglycerate kinase,kegg:C00118 + kegg:C00008 + kegg:C00003 + kegg:C00009 = kegg:C00197 + kegg:C00002 + kegg:C00004,D-glyceraldehyde 3-phosphate(aq) + ADP(aq) + NAD(aq) + orthophosphate(aq) = 3-phospho-D-glycerate(aq) + ATP(aq) + NADH(aq),,490,310.15,,7,4.08
3335,3335,http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=78MEE/AKE_258,78MEE/AKE,spectrophotometry,B,1.2.1.12&2.7.2.3,glyceraldehyde-3-phosphate dehydrogenase and phosphoglycerate kinase,kegg:C00118 + kegg:C00008 + kegg:C00003 + kegg:C00009 = kegg:C00197 + kegg:C00002 + kegg:C00004,D-glyceraldehyde 3-phosphate(aq) + ADP(aq) + NAD(aq) + orthophosphate(aq) = 3-phospho-D-glycerate(aq) + ATP(aq) + NADH(aq),,288,310.15,,7,4.75
3336,3336,http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=78MEE/AKE_258,78MEE/AKE,spectrophotometry,B,1.2.1.12&2.7.2.3,glyceraldehyde-3-phosphate dehydrogenase and phosphoglycerate kinase,kegg:C00118 + kegg:C00008 + kegg:C00003 + kegg:C00009 = kegg:C00197 + kegg:C00002 + kegg:C00004,D-glyceraldehyde 3-phosphate(aq) + ADP(aq) + NAD(aq) + orthophosphate(aq) = 3-phospho-D-glycerate(aq) + ATP(aq) + NADH(aq),,306,310.15,,7,5.52
3337,3337,http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=78MEE/AKE_258,78MEE/AKE,spectrophotometry,B,1.2.1.12&2.7.2.3,glyceraldehyde-3-phosphate dehydrogenase and phosphoglycerate kinase,kegg:C00118 + kegg:C00008 + kegg:C00003 + kegg:C00009 = kegg:C00197 + kegg:C00002 + kegg:C00004,D-glyceraldehyde 3-phosphate(aq) + ADP(aq) + NAD(aq) + orthophosphate(aq) = 3-phospho-D-glycerate(aq) + ATP(aq) + NADH(aq),,670,310.15,,7,3.78
3338,3338,http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=78MEE/AKE_258,78MEE/AKE,spectrophotometry,B,1.2.1.12&2.7.2.3,glyceraldehyde-3-phosphate dehydrogenase and phosphoglycerate kinase,kegg:C00118 + kegg:C00008 + kegg:C00003 + kegg:C00009 = kegg:C00197 + kegg:C00002 + kegg:C00004,D-glyceraldehyde 3-phosphate(aq) + ADP(aq) + NAD(aq) + orthophosphate(aq) = 3-phospho-D-glycerate(aq) + ATP(aq) + NADH(aq),,622,310.15,,7,3.68
3339,3339,http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=78MEE/AKE_258,78MEE/AKE,spectrophotometry,B,1.2.1.12&2.7.2.3,glyceraldehyde-3-phosphate dehydrogenase and phosphoglycerate kinase,kegg:C00118 + kegg:C00008 + kegg:C00003 + kegg:C00009 = kegg:C00197 + kegg:C00002 + kegg:C00004,D-glyceraldehyde 3-phosphate(aq) + ADP(aq) + NAD(aq) + orthophosphate(aq) = 3-phospho-D-glycerate(aq) + ATP(aq) + NADH(aq),,288,310.15,,7,5.7
3340,3340,http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=78MEE/AKE_258,78MEE/AKE,spectrophotometry,B,1.2.1.12&2.7.2.3,glyceraldehyde-3-phosphate dehydrogenase and phosphoglycerate kinase,kegg:C00118 + kegg:C00008 + kegg:C00003 + kegg:C00009 = kegg:C00197 + kegg:C00002 + kegg:C00004,D-glyceraldehyde 3-phosphate(aq) + ADP(aq) + NAD(aq) + orthophosphate(aq) = 3-phospho-D-glycerate(aq) + ATP(aq) + NADH(aq),,412,310.15,,7,4.21
3341,3341,http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=78MEE/AKE_258,78MEE/AKE,spectrophotometry,B,1.2.1.12&2.7.2.3,glyceraldehyde-3-phosphate dehydrogenase and phosphoglycerate kinase,kegg:C00118 + kegg:C00008 + kegg:C00003 + kegg:C00009 = kegg:C00197 + kegg:C00002 + kegg:C00004,D-glyceraldehyde 3-phosphate(aq) + ADP(aq) + NAD(aq) + orthophosphate(aq) = 3-phospho-D-glycerate(aq) + ATP(aq) + NADH(aq),,353,310.15,,7,4.63
3342,3342,http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=78MEE/AKE_258,78MEE/AKE,spectrophotometry,B,1.2.1.12&2.7.2.3,glyceraldehyde-3-phosphate dehydrogenase and phosphoglycerate kinase,kegg:C00118 + kegg:C00008 + kegg:C00003 + kegg:C00009 = kegg:C00197 + kegg:C00002 + kegg:C00004,D-glyceraldehyde 3-phosphate(aq) + ADP(aq) + NAD(aq) + orthophosphate(aq) = 3-phospho-D-glycerate(aq) + ATP(aq) + NADH(aq),,1930,310.15,,7,2.63
3343,3343,http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=78MEE/AKE_258,78MEE/AKE,spectrophotometry,B,1.2.1.12&2.7.2.3,glyceraldehyde-3-phosphate dehydrogenase and phosphoglycerate kinase,kegg:C00118 + kegg:C00008 + kegg:C00003 + kegg:C00009 = kegg:C00197 + kegg:C00002 + kegg:C00004,D-glyceraldehyde 3-phosphate(aq) + ADP(aq) + NAD(aq) + orthophosphate(aq) = 3-phospho-D-glycerate(aq) + ATP(aq) + NADH(aq),,1310,310.15,,7,3.05
3344,3344,http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=78MEE/AKE_258,78MEE/AKE,spectrophotometry,B,1.2.1.12&2.7.2.3,glyceraldehyde-3-phosphate dehydrogenase and phosphoglycerate kinase,kegg:C00118 + kegg:C00008 + kegg:C00003 + kegg:C00009 = kegg:C00197 + kegg:C00002 + kegg:C00004,D-glyceraldehyde 3-phosphate(aq) + ADP(aq) + NAD(aq) + orthophosphate(aq) = 3-phospho-D-glycerate(aq) + ATP(aq) + NADH(aq),,975,310.15,,7,3.42
3345,3345,http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=66STA/DEN_410,66STA/DEN,"spectrophotometry, chromatography, and radioactivity",B,2.3.1.35,glutamate N-acetyltransferase,kegg:C00437 + kegg:C00025 = kegg:C00077 + kegg:C00624,N-2-acetyl-L-ornithine(aq) + L-glutamate(aq) = L-ornithine(aq) + N-acetyl-L-glutamate(aq),,0.47,310.15,,7.5,
3346,3346,http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=45DRA/MEY_250,45DRA/MEY,spectrophotometry,C,1.2.1.12,glyceraldehyde-3-phosphate dehydrogenase,kegg:C00118 + kegg:C00009 + kegg:C00003 = kegg:C00236 + kegg:C00004,D-glyceraldehyde 3-phosphate(aq) + orthophosphate(aq) + NAD(aq) = 3-phospho-D-glyceroyl phosphate(aq) + NADH(aq),,1.3,296.15,,8,
3347,3347,http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=45DRA/MEY_250,45DRA/MEY,spectrophotometry,C,1.2.1.12,glyceraldehyde-3-phosphate dehydrogenase,kegg:C00118 + kegg:C00009 + kegg:C00003 = kegg:C00236 + kegg:C00004,D-glyceraldehyde 3-phosphate(aq) + orthophosphate(aq) + NAD(aq) = 3-phospho-D-glyceroyl phosphate(aq) + NADH(aq),,0.92,296.15,,8.3,
3348,3348,http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=45DRA/MEY_250,45DRA/MEY,spectrophotometry,C,1.2.1.12,glyceraldehyde-3-phosphate dehydrogenase,kegg:C00118 + kegg:C00009 + kegg:C00003 = kegg:C00236 + kegg:C00004,D-glyceraldehyde 3-phosphate(aq) + orthophosphate(aq) + NAD(aq) = 3-phospho-D-glyceroyl phosphate(aq) + NADH(aq),,0.36,296.15,,7.2,
3349,3349,http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=80REK/EGO_335,80REK/EGO,calorimetry,B,1.12.1.2,hydrogen dehydrogenase,kegg:C00282 + kegg:C00003 = kegg:C00004,H2(aq) + NAD(aq) = NADH(aq),,,298.15,,7.2,
3350,3350,http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=57CAL_638,57CAL,chromatography,C,2.7.4.3,adenylate kinase,2 kegg:C00008 = kegg:C00020 + kegg:C00002,2 ADP(aq) = AMP(aq) + ATP(aq),,0.69,303.15,,6.12,
3351,3351,http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=57CAL_638,57CAL,chromatography,C,2.7.4.3,adenylate kinase,2 kegg:C00008 = kegg:C00020 + kegg:C00002,2 ADP(aq) = AMP(aq) + ATP(aq),,0.47,303.15,,6.81,
3352,3352,http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=57CAL_638,57CAL,chromatography,C,2.7.4.3,adenylate kinase,2 kegg:C00008 = kegg:C00020 + kegg:C00002,2 ADP(aq) = AMP(aq) + ATP(aq),,0.46,303.15,,7.5,
3353,3353,http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=57CAL_638,57CAL,chromatography,C,2.7.4.3,adenylate kinase,2 kegg:C00008 = kegg:C00020 + kegg:C00002,2 ADP(aq) = AMP(aq) + ATP(aq),,0.4,303.15,,7.88,
3354,3354,http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=66KIM/SUZ_706,66KIM/SUZ,spectrophotometry and enzymatic assay,B,2.7.7.33,glucose-1-phosphate cytidylyltransferase,kegg:C00063 + kegg:C00103 = kegg:C00501 + kegg:C00013,CTP(aq) + D-glucose 1-phosphate(aq) = CDPglucose(aq) + pyrophosphate(aq),,0.57,310.15,,8.5,
3355,3355,http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=56DIC/WIL_1333,56DIC/WIL,chromatography and spectrophotometry,C,5.3.1.6,ribose-5-phosphate isomerase,kegg:C00117 = kegg:C00199,D-ribose 5-phosphate(aq) = D-ribulose 5-phosphate(aq),,0.67,310.15,,7.4,
